Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Segment,City,Region,Sales_Rep,Channel,Category,Product_Name,Quantity,Unit_Price,Discount_%,Line_Total,COGS,Status,Customer_Rating,Return_Flag
ORD-12948,2/26/2023,2/28/2023,CID-4411,B2B,Addis Ababa,Central,Liam Moore,Wholesale,Beauty,Electric Toothbrush,3,73.31,0,219.93,143.21,Returned,NULL,1
ORD-13175,3/27/2022,3/28/2022,CID-3338,VIP,Cairo,West,David Lee,Online,Beauty,Eye Cream,7,67.78,15,403.29,237.12,Completed,5,0
ORD-10007,3/30/2022,4/13/2022,CID-4985,Retail,Accra,West,Iris Park,Online,Electronics,Webcam HD,2,87.24,15,148.31,104.85,Pending,4,0
ORD-11319,1/26/2022,2/9/2022,CID-2468,Retail,Lagos,West,David Lee,In-Store,Beauty,Eye Cream,2,64.91,25,97.36,61.12,Completed,NULL,0
ORD-11167,8/23/2022,8/24/2022,CID-1419,VIP,Accra,Central,Iris Park,Phone Order,Home & garden,Smart Plug 4pk,8,37.27,0,298.16,145.91,Completed,5,0
ORD-15665,4/2/2022,4/5/2022,CID-3893,Loyalty Member,Kaduna,Central,Olivia Clark,Online,Beauty,Shampoo & Conditioner,3,24.54,15,62.58,39.29,Pending,1,0
ORD-14204,2/10/2024,2/24/2024,CID-1215,Loyalty Member,NULL,West,Emma Brown,Wholesale,Clothing,Denim Jeans,7,66.71,0,466.97,277.33,Completed,NULL,0
ORD-13153,4/14/2024,4/21/2024,CID-4805,Loyalty Member,Nairobi,North,Henry Wilson,Mobile App,Beauty,Perfume 50ml,9,64.75,25,437.06,310.69,Completed,4,0
ORD-10950,3/8/2022,3/15/2022,CID-2872,Loyalty Member,Benin City,East,Grace Chen,In-Store,Sports,Protein Powder 1kg,1,59.94,30,41.96,34.14,Disputed,5,0
ORD-15995,1/4/2022,1/18/2022,CID-2832,B2B,Benin City,Central,NULL,Wholesale,Electronics,Laptop Pro 15,8,1277.23,0,10217.84,4998.04,Completed,4,0
ORD-11221,1/23/2022,1/28/2022,CID-3350,New Customer,Enugu,West,NULL,Mobile App,Electronics,Portable Charger,10,43.72,0,437.2,255.22,Returned,4,1
ORD-13414,12/6/2024,12/20/2024,CID-1568,New Customer,Benin City,South,Bob Smith,Phone Order,Beauty,Shampoo & Conditioner,5,28.58,20,114.32,90.47,Completed,NULL,0
ORD-14242,9/6/2023,9/8/2023,CID-1285,Loyalty Member,Benin City,West,NULL,Mobile App,Sports,Resistance Bands Set,1,23.71,10,21.34,15.88,Pending,4,0
ORD-15601,2/15/2023,NULL,CID-1130,Retail,Dakar,South,Grace Chen,Mobile App,Clothing,Sports Socks 3pk,7,13.86,15,82.47,66.79,Completed,1,0
ORD-13740,1/9/2023,1/10/2023,CID-4864,Loyalty Member,Kaduna,East,Nathan Harris,Wholesale,Electronics,USB-C Hub,1,49.53,25,37.15,27.29,Completed,5,0
ORD-14731,1/12/2023,NULL,CID-2126,VIP,Accra,East,Nathan Harris,Wholesale,Clothing,Formal Dress,4,118.55,5,450.49,235.9,Cancelled,NULL,0
ORD-14132,9/23/2023,9/30/2023,CID-4649,VIP,NULL,Central,James Turner,Phone Order,Sports,Foam Roller,10,33.88,0,338.8,190.42,Disputed,4,0
ORD-15083,1/15/2023,NULL,CID-2037,VIP,Port Harcourt,North,Grace Chen,Phone Order,Home & garden,Throw Pillow Set,6,53.53,0,321.18,197.8,Cancelled,NULL,0
ORD-12204,8/3/2023,NULL,CID-3000,New Customer,Enugu,Central,Bob Smith,Online,Beauty,Perfume 50ml,2,64.1,10,115.38,59,Completed,1,0
ORD-11059,6/9/2023,NULL,CID-2637,B2B,Johannesburg,East,Bob Smith,PHONE ORDER,Clothing,Running Shoes,5,122.86,15,522.15,314.81,Completed,2,0
ORD-13741,3/9/2024,3/14/2024,CID-1053,New Customer,Addis Ababa,East,Bob Smith,Online,Home & garden,Coffee Maker,1,97.01,20,77.61,65.41,Pending,5,0
ORD-12021,10/1/2022,10/2/2022,CID-2478,B2B,Ibadan,North,Olivia Clark,Wholesale,Home & garden,Coffee Maker,4,94.91,0,379.64,215.82,Cancelled,5,0
ORD-11693,1/30/2023,1/31/2023,CID-3921,B2B,Addis Ababa,North,Alice Johnson,Phone Order,Sports,Resistance Bands Set,6,24.66,0,147.96,78.72,Completed,NULL,0
ORD-13363,8/30/2022,9/1/2022,CID-2398,B2B,Kaduna,Central,James Turner,Mobile App,Clothing,Men's Polo Shirt,5,39.17,0,195.85,135.14,Completed,NULL,0
ORD-15346,2/4/2022,NULL,CID-1073,B2B,Enugu,South,James Turner,In-Store,Beauty,Eye Cream,6,74.6,25,335.7,271.52,Completed,1,0
ORD-12127,5/12/2022,5/17/2022,CID-4924,Loyalty Member,Kaduna,South,Olivia Clark,Online,Beauty,Face Mask Pack,4,17.32,15,58.89,42.13,Completed,4,0
ORD-12097,4/22/2024,4/23/2024,CID-4797,New Customer,Accra,West,Liam Moore,Phone Order,Sports,Resistance Bands Set,2,21.92,0,43.84,19.91,Completed,NULL,0
ORD-15332,11/20/2024,11/21/2024,CID-2833,Retail,Kaduna,Central,Liam Moore,In-Store,Sports,Protein Powder 1kg,3,53.88,20,129.31,90.67,Completed,5,0
ORD-11410,7/14/2023,NULL,CID-3730,New Customer,Benin City,West,NULL,Mobile App,Clothing,Casual Sneakers,8,86.36,10,621.79,443.19,Completed,NULL,0
ORD-13510,3/5/2024,3/19/2024,CID-4502,VIP,Abuja,North,Nathan Harris,Phone Order,Electronics,Laptop Pro 15,4,1120.13,0,4480.52,2354.63,Cancelled,5,0
ORD-11835,7/26/2022,7/27/2022,CID-3725,Retail,Abuja,North,NULL,Online,Home & garden,Coffee Maker,10,98.34,5,934.23,607.94,Completed,4,0
ORD-13483,8/6/2024,8/9/2024,CID-4141,Loyalty Member,Johannesburg,North,Iris Park,In-Store,Clothing,Casual Sneakers,5,71.84,25,269.4,226.08,Completed,2,0
ORD-12427,1/1/2023,1/4/2023,CID-4264,New Customer,Enugu,Central,Bob Smith,In-Store,Sports,Water Bottle 1L,2,19.38,0,38.76,19.54,Completed,NULL,0
ORD-13093,2/2/2022,2/4/2022,CID-2842,B2B,Cairo,West,Mia Scott,In-Store,Beauty,Face Mask Pack,5,15.43,15,65.58,44.11,Pending,4,0
ORD-11680,7/18/2022,7/19/2022,CID-3427,VIP,Dakar,West,Grace Chen,Online,Beauty,Shampoo & Conditioner,0,19672.75,5,95.68,53.15,Cancelled,4,0
ORD-10412,2/24/2022,3/3/2022,CID-3365,Retail,Nairobi,West,Emma Brown,Phone Order,Home & garden,Smart Plug 4pk,2,41,20,65.6,53.23,Completed,5,0
ORD-11735,6/22/2022,6/25/2022,CID-1942,New Customer,Accra,West,Iris Park,Wholesale,Beauty,Lipstick Set,6,42.64,10,230.26,123.72,Completed,NULL,0
ORD-10609,4/23/2022,4/26/2022,CID-3899,Retail,Port Harcourt,South,Bob Smith,Online,Electronics,USB-C Hub,2,39.82,20,63.71,48.03,Completed,5,0
ORD-15367,4/16/2024,NULL,CID-3690,VIP,NULL,Central,Iris Park,In-Store,Beauty,Face Serum,9,53.54,10,433.67,309.97,Cancelled,4,0
ORD-15739,3/20/2024,3/21/2024,CID-4181,New Customer,Dakar,West,Iris Park,Phone Order,Clothing,Sports Socks 3pk,7,15.64,25,82.11,56.57,Cancelled,5,0
ORD-14507,8/4/2024,8/18/2024,CID-1738,Retail,Port Harcourt,South,Mia Scott,Mobile App,Home & garden,Air Purifier,10,213.22,5,2025.59,1079.35,Completed,NULL,0
ORD-15736,7/18/2024,7/21/2024,CID-1365,New Customer,Port Harcourt,East,Iris Park,In-Store,Home & garden,Throw Pillow Set,9,60.95,5,521.12,339.22,Pending,5,0
ORD-10699,6/25/2023,6/30/2023,CID-2937,VIP,NULL,West,James Turner,Phone Order,Sports,Resistance Bands Set,5,27.85,30,97.47,93.22,Completed,3,0
ORD-12654,2/4/2024,NULL,CID-1116,VIP,Lagos,East,James Turner,Wholesale,Electronics,Smart Watch,1,226.89,25,170.17,125,Cancelled,5,0
ORD-15443,1/17/2023,1/22/2023,CID-1967,Retail,Johannesburg,West,Henry Wilson,Online,Clothing,Casual Sneakers,6,77.35,15,394.48,222.17,Completed,NULL,0
ORD-15640,3/28/2023,3/31/2023,CID-1375,Retail,Johannesburg,Central,Mia Scott,Phone Order,Sports,Protein Powder 1kg,4,50.14,30,140.39,133.06,Completed,1,0
ORD-11288,8/29/2022,9/5/2022,CID-4533,Loyalty Member,Accra,North,James Turner,Wholesale,Electronics,Portable Charger,6,33.2,20,159.36,101.37,Returned,4,1
ORD-15566,6/26/2023,6/28/2023,CID-2931,Loyalty Member,Nairobi,Central,Grace Chen,Online,Home & garden,Plant Pot Set,1,32.92,0,32.92,20.98,Cancelled,3,0
ORD-15102,7/30/2022,7/31/2022,CID-2675,Retail,Cairo,North,NULL,Mobile App,Beauty,Lipstick Set,5,45.62,0,228.1,131.84,Completed,4,0
ORD-13866,6/17/2024,6/22/2024,CID-3848,B2B,Enugu,East,Nathan Harris,In-Store,Electronics,Portable Charger,3,43.12,5,122.89,62.44,Pending,4,0
ORD-14968,9/10/2022,9/17/2022,CID-2783,Retail,Port Harcourt,West,Grace Chen,Mobile App,Clothing,Women's Blazer,9,86.75,5,741.71,439.64,Disputed,5,0
ORD-11916,7/15/2022,7/22/2022,CID-4544,VIP,Nairobi,East,Liam Moore,Phone Order,Electronics,Smart Watch,9,255.64,10,2070.68,1499.4,Completed,2,0
ORD-15679,5/3/2024,5/17/2024,CID-4454,Retail,Abuja,South,Olivia Clark,In-Store,Sports,Water Bottle 1L,2,21.27,5,40.41,29.34,Completed,4,0
ORD-12899,4/14/2023,4/28/2023,CID-4331,New Customer,Nairobi,Central,James Turner,In-Store,Home & garden,Smart Plug 4pk,4,45.59,0,182.36,117.69,Cancelled,NULL,0
ORD-12439,3/15/2023,3/17/2023,CID-4440,New Customer,Benin City,East,Liam Moore,In-Store,Home & garden,Plant Pot Set,9,30.28,15,231.64,182.81,Completed,4,0
ORD-11400,3/25/2022,3/26/2022,CID-2576,Loyalty Member,Johannesburg,East,Henry Wilson,Online,Sports,Protein Powder 1kg,8,58.38,15,396.98,275.22,Completed,NULL,0
ORD-12715,1/29/2023,2/3/2023,CID-3379,Loyalty Member,Addis Ababa,South,Nathan Harris,Phone Order,Clothing,Men's Polo Shirt,10,38.55,25,289.12,213.42,Completed,5,0
ORD-14052,2/4/2023,2/18/2023,CID-4344,VIP,Ibadan,North,Liam Moore,Phone Order,Beauty,Nail Polish Kit,5,22.1,20,88.4,55.04,Completed,4,0
ORD-13377,12/4/2024,12/6/2024,CID-3568,VIP,Kano,Central,Henry Wilson,Mobile App,Home & garden,Air Purifier,6,196.2,0,1177.2,757.43,Completed,4,0
ORD-15612,4/16/2024,4/23/2024,CID-2149,Loyalty Member,Kaduna,West,Karen Davis,Online,Home & garden,Wall Clock,8,42.83,20,274.11,197.94,Returned,5,1
ORD-15658,6/26/2022,7/10/2022,CID-3329,VIP,Benin City,North,Alice Johnson,Wholesale,Beauty,Lipstick Set,1,38.14,30,26.7,19.75,Completed,NULL,0
ORD-15648,7/1/2023,7/4/2023,CID-2256,Loyalty Member,Addis Ababa,South,Alice Johnson,Mobile App,Sports,Protein Powder 1kg,10,49.08,0,490.8,336.05,Returned,2,1
ORD-13152,10/31/2024,11/3/2024,CID-3418,Loyalty Member,Kano,Central,Grace Chen,Phone Order,Sports,Water Bottle 1L,4,20.89,0,83.56,51.36,Completed,5,0
ORD-13967,3/18/2023,3/19/2023,CID-4658,Retail,Casablanca,South,Grace Chen,Mobile App,Beauty,Eye Cream,0,19672.75,0,464.03,269.51,Completed,NULL,0
ORD-10740,5/26/2022,5/31/2022,CID-4553,Loyalty Member,Ibadan,South,Iris Park,Online,Home & garden,Plant Pot Set,8,29.73,0,237.84,158.54,Returned,5,1
ORD-13099,7/27/2022,7/29/2022,CID-1101,Loyalty Member,Enugu,Central,Emma Brown,Online,Home & garden,Smart Plug 4pk,4,45.06,10,162.22,88.59,Completed,1,0
ORD-13703,2/17/2024,3/2/2024,CID-4677,Retail,Cairo,South,Nathan Harris,Online,Clothing,Denim Jeans,5,64.79,0,323.95,148.26,Completed,NULL,0
ORD-15790,8/10/2022,8/17/2022,CID-3324,B2B,Dakar,West,Mia Scott,Phone Order,Home & garden,Desk Lamp,6,49.12,0,294.72,138.71,Cancelled,5,0
ORD-10357,10/15/2024,10/18/2024,CID-3978,New Customer,Nairobi,Central,Emma Brown,Online,Beauty,Face Mask Pack,8,17.13,20,109.63,68.07,Completed,3,0
ORD-12100,5/30/2024,6/1/2024,CID-3524,Retail,Casablanca,Central,Grace Chen,In-Store,Clothing,Sports Socks 3pk,9,14.26,15,109.09,88.53,Completed,NULL,0
ORD-10127,4/13/2022,4/16/2022,CID-2862,New Customer,Ibadan,West,Frank Miller,In-Store,Sports,Yoga Mat,2,31.17,20,49.87,35.25,Completed,5,0
ORD-12613,6/1/2022,6/4/2022,CID-4579,VIP,Nairobi,West,Nathan Harris,In-Store,Home & garden,Smart Plug 4pk,8,35.33,10,254.38,136.68,Completed,NULL,0
ORD-15787,11/11/2022,11/16/2022,CID-4990,B2B,Cairo,North,Iris Park,In-Store,Beauty,Electric Toothbrush,6,93.76,20,450.05,332.01,Cancelled,NULL,0
ORD-13834,2/1/2022,2/15/2022,CID-3634,New Customer,Dakar,North,James Turner,Online,Clothing,Denim Jeans,4,61.71,10,222.16,116.96,Pending,1,0
ORD-10446,5/7/2022,NULL,CID-1828,B2B,Port Harcourt,Central,Olivia Clark,Phone Order,Electronics,Mechanical Keyboard,9,138.88,15,1062.43,738.76,Completed,5,0
ORD-13521,11/22/2023,11/24/2023,CID-2865,VIP,Casablanca,Central,Alice Johnson,In-Store,Clothing,Denim Jeans,1,66.4,10,59.76,37.04,Returned,NULL,1
ORD-10204,10/24/2022,10/29/2022,CID-3081,B2B,Dakar,South,Olivia Clark,Phone Order,Home & garden,Plant Pot Set,7,34.32,25,180.18,122.75,Returned,2,1
ORD-14615,5/18/2022,5/21/2022,CID-3127,Loyalty Member,Johannesburg,East,Olivia Clark,Online,Beauty,Electric Toothbrush,7,95.83,30,469.57,453.02,Completed,NULL,0
ORD-10636,5/8/2022,5/13/2022,CID-2069,New Customer,Johannesburg,South,David Lee,Wholesale,Electronics,Wireless Earbuds,9,92.66,0,833.94,457.49,Pending,5,0
ORD-14380,6/30/2022,NULL,CID-3044,B2B,Johannesburg,South,Alice Johnson,Wholesale,Beauty,Electric Toothbrush,5,93.29,20,373.16,212.84,Returned,4,1
ORD-12541,4/7/2023,NULL,CID-2172,New Customer,Port Harcourt,West,Henry Wilson,Mobile App,Home & garden,Smart Plug 4pk,2,40.03,15,68.05,46.69,Cancelled,3,0
ORD-11327,12/25/2022,1/8/2023,CID-3296,B2B,Port Harcourt,Central,Liam Moore,Online,Electronics,Webcam HD,6,81.82,25,368.19,265.78,Returned,5,1
ORD-15330,1/3/2024,1/4/2024,CID-4600,B2B,Benin City,North,Liam Moore,Mobile App,Clothing,Denim Jeans,7,63.68,5,423.47,259.21,Cancelled,5,0
ORD-14027,7/24/2023,NULL,CID-1320,B2B,Addis Ababa,East,David Lee,Online,Sports,Foam Roller,6,42.54,5,242.48,118.47,Pending,NULL,0
ORD-12395,3/21/2024,NULL,CID-4730,New Customer,Kano,South,Emma Brown,In-Store,Clothing,Sports Socks 3pk,9,17.18,5,146.89,101.98,Completed,NULL,0
ORD-11780,1/23/2022,2/6/2022,CID-2466,Retail,Addis Ababa,East,Carol White,Mobile App,Home & garden,Air Purifier,9,179.21,20,1290.31,996.52,Completed,NULL,0
ORD-15429,5/14/2023,NULL,CID-2828,Retail,Dakar,Central,Karen Davis,In-Store,Clothing,Denim Jeans,7,65.1,30,318.99,210.15,Completed,NULL,0
ORD-10117,5/12/2022,5/17/2022,CID-2908,B2B,Dakar,West,Frank Miller,PHONE ORDER,Clothing,Running Shoes,4,116.4,20,372.48,291.75,Completed,5,0
ORD-11264,1/30/2022,2/1/2022,CID-4361,New Customer,Nairobi,North,Olivia Clark,WHOLESALE,Electronics,Mechanical Keyboard,10,146.73,0,1467.3,898.28,Cancelled,3,0
ORD-10665,8/27/2023,8/29/2023,CID-4886,Loyalty Member,Kaduna,South,Liam Moore,Online,Clothing,Sports Socks 3pk,4,14.45,0,57.8,36.62,Returned,NULL,1
ORD-11135,8/12/2022,8/19/2022,CID-3965,VIP,Kaduna,Central,Bob Smith,Mobile App,Sports,Gym Bag,9,74.11,5,633.64,402.2,Returned,NULL,1
ORD-13393,8/26/2023,9/2/2023,CID-2766,Retail,Kano,North,Nathan Harris,Online,Sports,Yoga Mat,3,30.25,15,77.14,60.44,Completed,5,0
ORD-15001,11/18/2023,12/2/2023,CID-3765,B2B,Port Harcourt,East,Olivia Clark,Online,Electronics,Smart Watch,4,225.47,0,901.88,519.08,Completed,4,0
ORD-10797,3/31/2023,4/1/2023,CID-3243,Retail,Lagos,East,Frank Miller,Wholesale,Sports,Swim Goggles,6,24.76,25,111.42,95.05,Completed,3,0
ORD-13632,12/1/2022,NULL,CID-1442,New Customer,Johannesburg,South,Liam Moore,Mobile App,Clothing,Women's Blazer,10,85.2,5,809.4,544.32,Completed,5,0
ORD-13791,2/1/2023,2/8/2023,CID-4649,Loyalty Member,Accra,Central,David Lee,Wholesale,Beauty,Perfume 50ml,9,64.63,20,465.34,324.17,Completed,4,0
ORD-13668,4/8/2024,4/13/2024,CID-4155,VIP,Lagos,South,Nathan Harris,In-Store,Electronics,Webcam HD,3,87.46,5,249.26,142.31,Completed,2,0
ORD-13352,9/27/2023,10/4/2023,CID-4904,B2B,Abuja,Central,Mia Scott,In-Store,Clothing,Sports Socks 3pk,10,14.07,0,140.7,90.48,Completed,3,0
ORD-10028,1/24/2022,2/7/2022,CID-4075,VIP,Abuja,North,Karen Davis,Phone Order,Electronics,Webcam HD,7,79.69,25,418.37,386.45,Completed,4,0
ORD-11014,7/3/2022,7/5/2022,CID-3809,Retail,Lagos,South,Henry Wilson,Online,Clothing,Men's Polo Shirt,1,36.98,25,27.73,18.07,Completed,NULL,0
ORD-12728,10/2/2024,10/7/2024,CID-3710,Loyalty Member,Johannesburg,South,Grace Chen,In-Store,Home & garden,Air Purifier,5,225.71,10,1015.69,713.18,Completed,4,0
ORD-13288,3/2/2023,3/4/2023,CID-3286,VIP,Casablanca,West,James Turner,Phone Order,Beauty,Face Serum,9,60.18,0,541.62,250.91,Completed,1,0
ORD-14305,7/27/2023,8/10/2023,CID-3031,B2B,Accra,West,Mia Scott,Online,Clothing,Running Shoes,2,120.04,0,240.08,123.27,Completed,2,0
ORD-10075,10/3/2022,10/6/2022,CID-4040,VIP,Ibadan,North,Olivia Clark,Online,Sports,Yoga Mat,9,39.53,10,320.19,169.31,Completed,NULL,0
ORD-12267,6/15/2022,6/22/2022,CID-3962,Retail,Benin City,West,Carol White,Wholesale,Sports,Yoga Mat,6,39.72,0,238.32,142.88,Completed,NULL,0
ORD-15460,11/11/2024,11/16/2024,CID-3257,B2B,Lagos,North,David Lee,Mobile App,Home & garden,Scented Candle,6,22.26,20,106.85,78.98,Completed,NULL,0
ORD-15546,7/12/2023,7/17/2023,CID-2748,Loyalty Member,Dakar,North,David Lee,Phone Order,Home & garden,Desk Lamp,9,49.14,30,309.58,308.33,Cancelled,5,0
ORD-15692,11/24/2024,NULL,CID-4418,New Customer,Johannesburg,Central,Liam Moore,MOBILE APP,Beauty,Eye Cream,1,60.24,30,42.17,34.8,Cancelled,NULL,0
ORD-15416,6/4/2022,NULL,CID-3782,New Customer,Abuja,East,Henry Wilson,In-Store,Clothing,Women's Blazer,10,82.22,30,575.54,486.58,Completed,1,0
ORD-13920,10/17/2024,10/18/2024,CID-3632,Retail,Johannesburg,North,Henry Wilson,In-Store,Sports,Swim Goggles,5,30.89,10,139,94.62,Disputed,NULL,0
ORD-11550,2/17/2023,2/20/2023,CID-1208,Retail,Cairo,Central,Nathan Harris,Mobile App,Beauty,Eye Cream,8,72.02,0,576.16,343.57,Completed,5,0
ORD-15473,9/4/2024,9/7/2024,CID-3557,VIP,Port Harcourt,Central,James Turner,Mobile App,Home & garden,Wall Clock,9,39.78,30,250.61,235.63,Completed,3,0
ORD-12902,12/31/2023,NULL,CID-1598,VIP,Benin City,Central,Henry Wilson,Phone Order,Home & garden,Coffee Maker,8,90.78,5,689.93,327.36,Cancelled,5,0
ORD-14009,7/25/2024,7/28/2024,CID-1851,Retail,NULL,South,Emma Brown,Mobile App,Beauty,Lipstick Set,3,46.51,0,139.53,69.59,Returned,4,1
ORD-15166,10/5/2024,10/6/2024,CID-2449,VIP,Lagos,Central,Liam Moore,Wholesale,Clothing,Running Shoes,6,117.11,20,562.13,435.12,Disputed,5,0
ORD-13939,7/24/2022,7/27/2022,CID-3776,B2B,Johannesburg,Central,David Lee,Phone Order,Beauty,Face Serum,2,57.85,0,115.7,56.58,Completed,2,0
ORD-15618,5/15/2024,5/18/2024,CID-4433,B2B,Nairobi,North,Frank Miller,WHOLESALE,Clothing,Denim Jeans,1,66.45,0,66.45,32.99,Completed,NULL,0
ORD-11373,8/25/2024,NULL,CID-3014,B2B,Lagos,East,Grace Chen,In-Store,Electronics,Laptop Pro 15,3,1128.06,10,3045.76,2064.82,Pending,2,0
ORD-15814,4/1/2024,4/2/2024,CID-3495,New Customer,Casablanca,East,Liam Moore,In-Store,Sports,Gym Bag,8,61.79,10,444.89,298.18,Returned,4,1
ORD-10546,10/21/2024,10/23/2024,CID-1428,Retail,Abuja,East,Alice Johnson,Mobile App,Sports,Water Bottle 1L,8,21.28,15,144.7,109.48,Completed,3,0
ORD-14336,7/5/2023,7/12/2023,CID-4868,Loyalty Member,Port Harcourt,West,Emma Brown,Mobile App,Sports,Protein Powder 1kg,4,62.91,15,213.89,130.76,Disputed,NULL,0
ORD-11459,9/3/2023,NULL,CID-4673,Retail,Kaduna,North,Olivia Clark,Mobile App,Electronics,Mechanical Keyboard,1,176.15,0,176.15,82.96,Completed,3,0
ORD-14586,12/22/2022,12/24/2022,CID-2821,B2B,Dakar,East,Grace Chen,Online,Sports,Foam Roller,1,38.83,0,38.83,19.69,Cancelled,4,0
ORD-10580,7/10/2022,7/24/2022,CID-4482,Loyalty Member,Kaduna,West,Karen Davis,Wholesale,Home & garden,Wall Clock,8,38.93,15,264.72,207.8,Completed,4,0
ORD-10726,7/21/2023,8/4/2023,CID-2069,VIP,Kano,East,NULL,Wholesale,Sports,Jump Rope,5,14.92,0,74.6,39.84,Returned,NULL,1
ORD-15801,1/22/2022,1/27/2022,CID-4978,New Customer,Kaduna,West,Grace Chen,Online,Sports,Swim Goggles,7,27.74,10,174.76,110.82,Completed,3,0
ORD-14201,6/29/2022,7/13/2022,CID-4823,New Customer,Nairobi,West,Henry Wilson,Mobile App,Beauty,Eye Cream,4,60.69,10,218.48,132.4,Completed,2,0
ORD-11161,11/23/2024,12/7/2024,CID-2881,Loyalty Member,Abuja,South,David Lee,Online,Beauty,Perfume 50ml,6,81.06,0,486.36,230.81,Completed,1,0
ORD-11844,8/31/2024,9/7/2024,CID-1012,VIP,Lagos,West,Karen Davis,In-Store,Sports,Jump Rope,4,14.78,15,50.25,36.75,Disputed,NULL,0
ORD-11091,12/1/2023,12/6/2023,CID-3132,Loyalty Member,Dakar,South,Bob Smith,Mobile App,Home & garden,Scented Candle,1,24.96,30,17.47,12.64,Disputed,NULL,0
ORD-15405,1/27/2024,2/3/2024,CID-2500,B2B,Accra,South,Grace Chen,Wholesale,Sports,Foam Roller,2,39.71,10,71.48,36.87,Completed,NULL,0
ORD-15353,8/14/2023,8/15/2023,CID-4304,VIP,Ibadan,East,Henry Wilson,Online,Clothing,Winter Jacket,10,139.06,25,1042.95,789.02,Completed,5,0
ORD-10177,7/18/2024,7/19/2024,CID-4226,Loyalty Member,Cairo,South,Olivia Clark,Wholesale,Sports,Swim Goggles,5,25.74,0,128.7,80.66,Cancelled,4,0
ORD-10123,4/8/2024,4/22/2024,CID-4766,Loyalty Member,Accra,South,Nathan Harris,MOBILE APP,Beauty,Electric Toothbrush,5,84.63,20,338.52,231.55,Completed,NULL,0
ORD-14972,9/20/2022,9/22/2022,CID-3410,Retail,Addis Ababa,South,NULL,Phone Order,Clothing,Winter Jacket,3,129.1,0,387.3,256.49,Completed,4,0
ORD-14988,4/24/2023,4/25/2023,CID-2130,Retail,Enugu,East,Olivia Clark,Wholesale,Sports,Water Bottle 1L,10,20.68,0,206.8,132.09,Completed,5,0
ORD-10917,4/17/2022,4/19/2022,CID-4294,B2B,Benin City,West,Karen Davis,Online,Clothing,Women's Blazer,4,86.34,30,241.75,184.63,Completed,NULL,0
ORD-15926,5/7/2024,5/8/2024,CID-3324,Loyalty Member,Abuja,North,Liam Moore,Online,Sports,Yoga Mat,5,32.83,0,164.15,97.72,Completed,5,0
ORD-10850,9/17/2023,NULL,CID-4709,Loyalty Member,Port Harcourt,East,David Lee,Mobile App,Electronics,Laptop Pro 15,1,1213.37,20,970.7,833.28,Completed,3,0
ORD-15027,3/6/2024,3/11/2024,CID-1422,Retail,Port Harcourt,Central,NULL,Wholesale,Home & garden,Throw Pillow Set,3,50.09,10,135.24,101.84,Completed,5,0
ORD-16029,9/22/2023,9/29/2023,CID-3832,VIP,Abuja,South,Alice Johnson,Mobile App,Electronics,Laptop Pro 15,1,1124.78,0,1124.78,594.13,Disputed,5,0
ORD-12954,1/1/2022,1/4/2022,CID-4937,Retail,Enugu,West,Grace Chen,Phone Order,Electronics,Laptop Pro 15,10,1328.58,0,13285.8,9123.32,Completed,NULL,0
ORD-12681,11/7/2022,11/9/2022,CID-4115,Retail,Accra,West,Carol White,Wholesale,Clothing,Winter Jacket,3,128.62,20,308.69,244.99,Completed,4,0
ORD-14171,10/29/2023,11/1/2023,CID-2790,Retail,Dakar,Central,David Lee,PHONE ORDER,Beauty,Perfume 50ml,8,70.58,20,451.71,294.82,Completed,4,0
ORD-12460,2/13/2023,2/15/2023,CID-2083,VIP,Nairobi,East,Emma Brown,Mobile App,Sports,Foam Roller,7,41.82,5,278.1,151.7,Completed,5,0
ORD-12984,9/20/2023,9/22/2023,CID-3219,B2B,Lagos,West,Emma Brown,In-Store,Clothing,Men's Polo Shirt,9,34.95,0,314.55,213.57,Completed,1,0
ORD-14623,4/12/2023,4/26/2023,CID-4747,Loyalty Member,Kano,South,Henry Wilson,WHOLESALE,Clothing,Sports Socks 3pk,7,12.9,20,72.24,60.94,Completed,4,0
ORD-14723,4/8/2024,4/9/2024,CID-3007,B2B,Abuja,North,Alice Johnson,Mobile App,Home & garden,Throw Pillow Set,2,54.71,5,103.95,66.16,Completed,5,0
ORD-15963,9/5/2023,9/8/2023,CID-1322,B2B,Enugu,West,Emma Brown,Online,Electronics,Portable Charger,3,43.63,0,130.89,85.66,Completed,5,0
ORD-11396,8/1/2023,NULL,CID-4785,Loyalty Member,Dakar,Central,Alice Johnson,Online,Sports,Resistance Bands Set,2,25.22,0,50.44,31.72,Completed,5,0
ORD-10465,4/26/2022,4/28/2022,CID-4341,Loyalty Member,Enugu,Central,Emma Brown,In-Store,Electronics,Webcam HD,8,79.94,5,607.54,408.4,Pending,NULL,0
ORD-11003,5/28/2023,NULL,CID-1499,B2B,Kaduna,West,Nathan Harris,Online,Electronics,Portable Charger,7,39.51,0,276.57,137.01,Disputed,5,0
ORD-15434,9/22/2024,9/27/2024,CID-1175,B2B,Abuja,West,Carol White,Online,Beauty,Face Serum,8,59.61,30,333.82,251.11,Completed,4,0
ORD-13126,11/8/2022,11/9/2022,CID-1133,VIP,Cairo,North,Henry Wilson,In-Store,Electronics,Smart Watch,9,248.45,20,1788.84,1057.83,Completed,5,0
